"2017-05-04 00:37:37,917",Is,Rs,Rule,Input size,Input area,Automaton size,Concat before,Estimator,D,Tot. fit time,Final misclassif.,1 out of,1 misclassif,2 out of,2 misclassif,3 out of,3 misclassif
"2017-05-04 00:40:39,143","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,18.66,99,1480,680,1480,618,370,99
"2017-05-04 00:43:41,096","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,20.14,92,1480,684,1480,629,370,92
"2017-05-04 00:46:43,121","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,20.49,115,1480,694,1480,657,370,115
"2017-05-04 00:49:45,834","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,21.33,114,1480,699,1480,659,370,114
"2017-05-04 00:52:48,246","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,21.35,104,1480,662,1480,630,370,104
"2017-05-04 00:55:49,472","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,20.70,99,1480,682,1480,622,370,99
"2017-05-04 00:58:54,133","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,22.65,97,1480,700,1480,656,370,97
"2017-05-04 01:01:57,363","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,20.85,89,1480,685,1480,639,370,89
"2017-05-04 01:05:04,366","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,23.69,104,1480,688,1480,629,370,104
"2017-05-04 01:08:10,193","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,20.10,104,1480,740,1480,643,370,104
"2017-05-04 01:11:16,798","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,22.67,86,1480,711,1480,634,370,86
"2017-05-04 01:14:23,158","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,22.23,98,1480,726,1480,656,370,98
"2017-05-04 01:17:26,576","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,22.25,87,1480,685,1480,643,370,87
"2017-05-04 01:20:32,465","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,22.80,99,1480,745,1480,645,370,99
"2017-05-04 01:23:38,918","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,22.33,96,1480,694,1480,649,370,96
"2017-05-04 01:26:45,126","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,22.00,102,1480,725,1480,666,370,102
"2017-05-04 01:29:51,709","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,21.93,91,1480,674,1480,621,370,91
"2017-05-04 01:32:56,010","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,20.35,85,1480,700,1480,646,370,85
"2017-05-04 01:36:00,410","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,21.53,107,1480,680,1480,658,370,107
"2017-05-04 01:39:05,207","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,22.60,88,1480,679,1480,631,370,88
"2017-05-04 01:42:13,508","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,23.96,116,1480,697,1480,672,370,116
"2017-05-04 01:45:21,569","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,23.25,107,1480,694,1480,602,370,107
"2017-05-04 01:48:27,137","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,20.39,98,1480,710,1480,654,370,98
"2017-05-04 01:51:31,544","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,21.05,89,1480,714,1480,650,370,89
"2017-05-04 01:54:35,348","20,20,20","30,30,30",102,12,12,12,True,LinearRegression,4,20.74,82,1480,738,1480,663,370,82
